id,youtube_id,zenodo_id,title,doi,zenodo_link,youtube_link,audio_extracted
1,jZFm_UOnxv0,15188145,SPANDA THE DOCTRINE OF VIBRATION,10.5281/zenodo.15188145,https://zenodo.org/record/15188145,https://www.youtube.com/watch?v=jZFm_UOnxv0,False
2,yKxqcMJKX-0,15188208,How do we stay Authentic to Ourselves in practice while honoring tradition?,10.5281/zenodo.15188208,https://zenodo.org/record/15188208,https://www.youtube.com/watch?v=yKxqcMJKX-0,False
3,21y_N7u1R6s,15188210,The Importance of Doubts - Excerpts from Upayas Course  | by Āchārya Dr. Sthaneshwar Timalsina,10.5281/zenodo.15188210,https://zenodo.org/record/15188210,https://www.youtube.com/watch?v=21y_N7u1R6s,False
4,r_iPuZCBFcQ,15188214,On the Mind,10.5281/zenodo.15188214,https://zenodo.org/record/15188214,https://www.youtube.com/watch?v=r_iPuZCBFcQ,False
5,_5c_oKrqxXs,15188218,"Love, Kindness and Benevolence",10.5281/zenodo.15188218,https://zenodo.org/record/15188218,https://www.youtube.com/watch?v=_5c_oKrqxXs,False
6,_jx6Og8TtfI,15188226,Reflection is necessary before choosing the path,10.5281/zenodo.15188226,https://zenodo.org/record/15188226,https://www.youtube.com/watch?v=_jx6Og8TtfI,False
7,57WKvNYWSAA,15188241,Upayas - The Means To Achieve Divine Union | A Course by Āchārya Dr. Sthaneshwar Timalsina,10.5281/zenodo.15188241,https://zenodo.org/record/15188241,https://www.youtube.com/watch?v=57WKvNYWSAA,False
8,YO1yCJ6w5Zo,15188251,Ritual vs. Spontaneity: Intention in your Sadhana,10.5281/zenodo.15188251,https://zenodo.org/record/15188251,https://www.youtube.com/watch?v=YO1yCJ6w5Zo,False
9,bnn__Gik9kU,15188258,Worship Of Lord Siva,10.5281/zenodo.15188258,https://zenodo.org/record/15188258,https://www.youtube.com/watch?v=bnn__Gik9kU,False
10,yIB3WsfSTLc,15188263,Vow Of Student,10.5281/zenodo.15188263,https://zenodo.org/record/15188263,https://www.youtube.com/watch?v=yIB3WsfSTLc,False
11,tFGCOkhpbpM,15188627,"Re-engaging Charvaka Materialism”, | Dr.  Sachchidanand Mishra",10.5281/zenodo.15188627,https://zenodo.org/record/15188627,https://www.youtube.com/watch?v=tFGCOkhpbpM
12,nwQi8nLbqcU,15188744,"Panpsychism Need Pratice, Abhinava on Sattarka in the Tantrasara by Dr. Chakravarthi Ram Prasad",10.5281/zenodo.15188744,https://zenodo.org/record/15188744,https://www.youtube.com/watch?v=nwQi8nLbqcU
13,Id77a7oce-o,15188758,To be a Student,10.5281/zenodo.15188758,https://zenodo.org/record/15188758,https://www.youtube.com/watch?v=Id77a7oce-o
14,xbtVk6Qb1GA,15188763,Āchārya vs Professor,10.5281/zenodo.15188763,https://zenodo.org/record/15188763,https://www.youtube.com/watch?v=xbtVk6Qb1GA
15,j-VuxB0P-cE,15188765,The Divine Feminine,10.5281/zenodo.15188765,https://zenodo.org/record/15188765,https://www.youtube.com/watch?v=j-VuxB0P-cE
16,lIkBxkg-OqI,15188771,A Brief Explanation Of the Vimarsha Slogan By Ācārya Dr. Sthaneshwar Timalsina -  ऋतं च सत्यं च,10.5281/zenodo.15188771,https://zenodo.org/record/15188771,https://www.youtube.com/watch?v=lIkBxkg-OqI
17,v4-sJlZ6_Dk,15188841,The Inseparability Of Shiva & Shakti - A Talk On Yuganaddhastava,10.5281/zenodo.15188841,https://zenodo.org/record/15188841,https://www.youtube.com/watch?v=v4-sJlZ6_Dk
18,cdvb7eMGy44,15188852,Vimarsha: A Journey from Inquiry to Transformation,10.5281/zenodo.15188852,https://zenodo.org/record/15188852,https://www.youtube.com/watch?v=cdvb7eMGy44
19,40bCpeiyufw,15189006,Who Quests for the Self? | Dr. Geoff Ashton,10.5281/zenodo.15189006,https://zenodo.org/record/15189006,https://www.youtube.com/watch?v=40bCpeiyufw
20,EYGQd1Wd9Mo,15189016,Śiva Rātri: How to worship Śiva Q/A,10.5281/zenodo.15189016,https://zenodo.org/record/15189016,https://www.youtube.com/watch?v=EYGQd1Wd9Mo
21,Qv8xUN0nZWY,15198328,Where do the Malas come from? -  Excerpts from Upayas Course  | by Āchārya Dr. Sthaneshwar Timalsina,10.5281/zenodo.15198328,https://zenodo.org/record/15198328,https://www.youtube.com/watch?v=Qv8xUN0nZWY
22,z0zToe4H0uU,15198337,Praise to Śiva,10.5281/zenodo.15198337,https://zenodo.org/record/15198337,https://www.youtube.com/watch?v=z0zToe4H0uU
25,7zBix_FAHJM,15198417,About the nature of puranas - Ācārya Dr. Sthaneshwar Timalsina,10.5281/zenodo.15198417,https://zenodo.org/record/15198417,https://www.youtube.com/watch?v=7zBix_FAHJM
26,5e489B22h3w,15198463,What is Shiva? - explained by Acharya Dr. Sthaneshwar Timalsina,10.5281/zenodo.15198463,https://zenodo.org/record/15198463,https://www.youtube.com/watch?v=5e489B22h3w
27,I07V5d9nhi8,15198478,What is Kośa? - explained by Acharya Dr. Sthaneshwar Timalsina,10.5281/zenodo.15198478,https://zenodo.org/record/15198478,https://www.youtube.com/watch?v=I07V5d9nhi8
28,EH5JGzdS9A8,15198486,Do We Have An Essential Role To Play In This Cosmic Game? By Āchārya Dr. Sthaneshwar Timalsina,10.5281/zenodo.15198486,https://zenodo.org/record/15198486,https://www.youtube.com/watch?v=EH5JGzdS9A8
29,dwg-uZ4uzjA,15198622,Pratyabhijña Philosophy and the Aesthetics of Everyday | Dr. Mrinal Kaul,10.5281/zenodo.15198622,https://zenodo.org/record/15198622,https://www.youtube.com/watch?v=dwg-uZ4uzjA
30,pfhwxFkJsNY,15198729,"""स्वामी रामानन्द गिरीसँगको मेरो अनुभव।"" By Acharya Dr. Sthaneshwar Timalsina [Extended Version]",10.5281/zenodo.15198729,https://zenodo.org/record/15198729,https://www.youtube.com/watch?v=pfhwxFkJsNY
31,YDeRhMs_xOU,15198743,"""Is Meaning Finite? The Currency Of The Bhagavad-Gītā"" By Āchārya Dr. Sthaneshwar Timalsina",10.5281/zenodo.15198743,https://zenodo.org/record/15198743,https://www.youtube.com/watch?v=YDeRhMs_xOU
32,K7HJaQxADhg,15198749,What is Padartha? - explained by Acharya Dr. Sthaneshwar Timalsina,10.5281/zenodo.15198749,https://zenodo.org/record/15198749,https://www.youtube.com/watch?v=K7HJaQxADhg
33,R-uJHEi6a9M,15198974,"Language, Grammar, and Meaning | Dr. Nirmalya Chakraborty",10.5281/zenodo.15198974,https://zenodo.org/record/15198974,https://www.youtube.com/watch?v=R-uJHEi6a9M
34,5UnAGmB5Bxk,15198980,Is there a duality between Devas and Asuras? An explanation by Ācārya Dr. Sthaneshwar Timalsina,10.5281/zenodo.15198980,https://zenodo.org/record/15198980,https://www.youtube.com/watch?v=5UnAGmB5Bxk
35,F7z34kAIQrk,15198986,Who is Manu? An explanation by Ācārya Dr. Sthaneshwar Timalsina,10.5281/zenodo.15198986,https://zenodo.org/record/15198986,https://www.youtube.com/watch?v=F7z34kAIQrk
36,SnMsAoot3QY,15199141,"""I Am That"" - A Tantric Exposition by Ācārya Dr. Sthaneshwar Timalsina",10.5281/zenodo.15199141,https://zenodo.org/record/15199141,https://www.youtube.com/watch?v=SnMsAoot3QY
37,x-aeXRnXUBA,15199149,What is Pasu? - explained by Acharya Dr. Sthaneshwar Timalsina,10.5281/zenodo.15199149,https://zenodo.org/record/15199149,https://www.youtube.com/watch?v=x-aeXRnXUBA
38,CypzlHmH6xw,15199151,A discourse on myth - Ācārya Dr. Sthaneshwar Timalsina,10.5281/zenodo.15199151,https://zenodo.org/record/15199151,https://www.youtube.com/watch?v=CypzlHmH6xw
37,ijfuImWBTlw,15199155,Conceptualizing Anugraha - Ācārya Dr. Sthaneshwar Timalsina,10.5281/zenodo.15199155,https://zenodo.org/record/15199155,https://www.youtube.com/watch?v=ijfuImWBTlw
38,zRH6C9IpnUM,15199161,What is Manas? - explained by Acharya Dr. Sthaneshwar Timalsina,10.5281/zenodo.15199161,https://zenodo.org/record/15199161,https://www.youtube.com/watch?v=zRH6C9IpnUM
39,jTNwi9XsHoA,15199166,Sharada Stava,10.5281/zenodo.15199166,https://zenodo.org/record/15199166,https://www.youtube.com/watch?v=jTNwi9XsHoA
40,czaV-VqtZcE,15199175,Saraswati Stava,10.5281/zenodo.15199175,https://zenodo.org/record/15199175,https://www.youtube.com/watch?v=czaV-VqtZcE
41,PeFPkRRrGDk,15199181,शिवस्तोत्रम् - Shiva Stotram,10.5281/zenodo.15199181,https://zenodo.org/record/15199181,https://www.youtube.com/watch?v=PeFPkRRrGDk
42,HGyVwZeuobk,15199185,What is Sandhya? - explained by Acharya Dr. Sthaneshwar Timalsina,10.5281/zenodo.15199185,https://zenodo.org/record/15199185,https://www.youtube.com/watch?v=HGyVwZeuobk
43,nR8h3MOlqOI,15199191,Śivapañcākṣarastotram,10.5281/zenodo.15199191,https://zenodo.org/record/15199191,https://www.youtube.com/watch?v=nR8h3MOlqOI
44,dUrwoJXWnxg,15199195,Yuganaddhastava,10.5281/zenodo.15199195,https://zenodo.org/record/15199195,https://www.youtube.com/watch?v=dUrwoJXWnxg
45,aL6hLwLTYAU,15199199,What is Mala? - explained by Acharya Dr. Sthaneshwar Timalsina,10.5281/zenodo.15199199,https://zenodo.org/record/15199199,https://www.youtube.com/watch?v=aL6hLwLTYAU
46,9Lw9Y6ErA2M,15199205,Gaṇeśastavaḥ - A Hymn To Gaṇeśa,10.5281/zenodo.15199205,https://zenodo.org/record/15199205,https://www.youtube.com/watch?v=9Lw9Y6ErA2M
47,dSID_vMtZsY,15199209,Prātaḥsmaraṇastotram - A Morning Prayer,10.5281/zenodo.15199209,https://zenodo.org/record/15199209,https://www.youtube.com/watch?v=dSID_vMtZsY
48,DpNDZ70COuY,15199215,Future of academia and the role of research,10.5281/zenodo.15199215,https://zenodo.org/record/15199215,https://www.youtube.com/watch?v=DpNDZ70COuY
49,VRHMUQ1BMsw,15199226,Gender identity and right to worship,10.5281/zenodo.15199226,https://zenodo.org/record/15199226,https://www.youtube.com/watch?v=VRHMUQ1BMsw
50,dPju8IpxCgU,15199230,Solipsism and questioning of objectivity,10.5281/zenodo.15199230,https://zenodo.org/record/15199230,https://www.youtube.com/watch?v=dPju8IpxCgU
51,g-T85oUEoGo,15199234,What is Yajna? - explained by Acharya Dr. Sthaneshwar Timalsina,10.5281/zenodo.15199234,https://zenodo.org/record/15199234,https://www.youtube.com/watch?v=g-T85oUEoGo
52,VNWpnpFvxn8,15199241,Consciousness as neurological phenomenon,10.5281/zenodo.15199241,https://zenodo.org/record/15199241,https://www.youtube.com/watch?v=VNWpnpFvxn8
53,hjFIcVQL_mU,15199245,What is Jnana? - explained by Acharya Dr. Sthaneshwar Timalsina,10.5281/zenodo.15199245,https://zenodo.org/record/15199245,https://www.youtube.com/watch?v=hjFIcVQL_mU
54,x0eXErH-Clo,15199252,Svayamprakāśa in trika and advaita vedanta,10.5281/zenodo.15199252,https://zenodo.org/record/15199252,https://www.youtube.com/watch?v=x0eXErH-Clo
55,Xw14-CYOP6E,15199258,The Absolute beyond Dvaita and Advaita,10.5281/zenodo.15199258,https://zenodo.org/record/15199258,https://www.youtube.com/watch?v=Xw14-CYOP6E
56,QabxeSuP-lc,15199264,Is there an Absolute truth in tantra?,10.5281/zenodo.15199264,https://zenodo.org/record/15199264,https://www.youtube.com/watch?v=QabxeSuP-lc
57,g_NRlMXGPRo,15199270,What is the Nature of truth?,10.5281/zenodo.15199270,https://zenodo.org/record/15199270,https://www.youtube.com/watch?v=g_NRlMXGPRo
58,MWCz40DcTnc,15199274,What is Atman? - explained by Acharya Dr. Sthaneshwar Timalsina,10.5281/zenodo.15199274,https://zenodo.org/record/15199274,https://www.youtube.com/watch?v=MWCz40DcTnc
59,PE2MtCD3AfQ,15199278,Why is Tantra a philosophy?,10.5281/zenodo.15199278,https://zenodo.org/record/15199278,https://www.youtube.com/watch?v=PE2MtCD3AfQ
60,rss-oAHcC7o,15199286,8 - Signs and effect of spiritual progress,10.5281/zenodo.15199286,https://zenodo.org/record/15199286,https://www.youtube.com/watch?v=rss-oAHcC7o
61,be1sfs2DMcg,15199296,7 - Experience and objectivity,10.5281/zenodo.15199296,https://zenodo.org/record/15199296,https://www.youtube.com/watch?v=be1sfs2DMcg
62,szHReDoA5rc,15199304,6 - Meaning and semantic value of mantra,10.5281/zenodo.15199304,https://zenodo.org/record/15199304,https://www.youtube.com/watch?v=szHReDoA5rc
63,GVe7XeNnNKQ,15199320,Special Talk On India Studies in the West Decolonisation and the Future of the Domain,10.5281/zenodo.15199320,https://zenodo.org/record/15199320,https://www.youtube.com/watch?v=GVe7XeNnNKQ
64,MyuCNZZhylM,15199520,5  - Yardstick of progress in spiritual sadhana,10.5281/zenodo.15199520,https://zenodo.org/record/15199520,https://www.youtube.com/watch?v=MyuCNZZhylM
65,Qrvg2fFnt2M,15199527,4 - What is the Hierarchy of the Gods?,10.5281/zenodo.15199527,https://zenodo.org/record/15199527,https://www.youtube.com/watch?v=Qrvg2fFnt2M
66,E3Xm63IYSFE,15199534,"3  - Sounds, dreams, visions and divine connection",10.5281/zenodo.15199534,https://zenodo.org/record/15199534,https://www.youtube.com/watch?v=E3Xm63IYSFE
67,XPmSSu229fE,15199542,2 - Levels of Ananda,10.5281/zenodo.15199542,https://zenodo.org/record/15199542,https://www.youtube.com/watch?v=XPmSSu229fE
68,DUOEAjSSIN0,15199548,What is a Guru? - explained by Acharya Dr. Sthaneshwar Timalsina,10.5281/zenodo.15199548,https://zenodo.org/record/15199548,https://www.youtube.com/watch?v=DUOEAjSSIN0
69,KsmlJEyXpig,15199558,1 - Alakh Niranjan - I am above agency,10.5281/zenodo.15199558,https://zenodo.org/record/15199558,https://www.youtube.com/watch?v=KsmlJEyXpig
70,exevY5BGIUg,15199567,About the journey - Āchārya Sthaneshwar Timalsina,10.5281/zenodo.15199567,https://zenodo.org/record/15199567,https://www.youtube.com/watch?v=exevY5BGIUg
71,W3hP0WvBq5s,15199571,How to increase Viveka? Talks by Āchārya Sthaneshwar Timalsina,10.5281/zenodo.15199571,https://zenodo.org/record/15199571,https://www.youtube.com/watch?v=W3hP0WvBq5s
72,oy1UKBa7zU4,15199629,A comprehensive chat on Tantra's role in human development.,10.5281/zenodo.15199629,https://zenodo.org/record/15199629,https://www.youtube.com/watch?v=oy1UKBa7zU4
73,g9yBqf60TVk,15199636,Devotion and rationality - How should sādhakas approach it? - Āchārya Sthaneshwar Timalsina,10.5281/zenodo.15199636,https://zenodo.org/record/15199636,https://www.youtube.com/watch?v=g9yBqf60TVk
74,vODexdppFjE,15199638,Who am I? An exploration of identity and consciousness by Āchārya Sthaneshwar Timalsina,10.5281/zenodo.15199638,https://zenodo.org/record/15199638,https://www.youtube.com/watch?v=vODexdppFjE
75,x1-kdGE7Hsk,15199674,In Pursuit of True Understanding | Dr. Matthew Robertson,10.5281/zenodo.15199674,https://zenodo.org/record/15199674,https://www.youtube.com/watch?v=x1-kdGE7Hsk
76,6euL8FAp7rA,15199679,After realization - An explanation by Acharya Dr. Sthaneshwar Timalsina,10.5281/zenodo.15199679,https://zenodo.org/record/15199679,https://www.youtube.com/watch?v=6euL8FAp7rA
77,CwYBlZ6Xg7s,15199683,What is Srsti - explained by Acharya Dr. Sthaneshwar Timalsina,10.5281/zenodo.15199683,https://zenodo.org/record/15199683,https://www.youtube.com/watch?v=CwYBlZ6Xg7s
78,GDlPWq3DhS8,15199693,What is mala? --- A short explanation by Acharya Dr. Sthaneshwar Timalsina.,10.5281/zenodo.15199693,https://zenodo.org/record/15199693,https://www.youtube.com/watch?v=GDlPWq3DhS8
79,GCyioC5M7zw,15199695,Conceptualizing Tripurā - Acharya Dr. Sthaneshwar Timalsina,10.5281/zenodo.15199695,https://zenodo.org/record/15199695,https://www.youtube.com/watch?v=GCyioC5M7zw
80,KfQ1r3qVdcE,15199699,How Shiva presents in the manifold --- short explanation by Acharya Dr. Sthaneshwar Timalsina.,10.5281/zenodo.15199699,https://zenodo.org/record/15199699,https://www.youtube.com/watch?v=KfQ1r3qVdcE
81,Hre0BtUOFnU,15199703,What is Diksha? - explained by Acharya Dr. Sthaneshwar Timalsina,10.5281/zenodo.15199703,https://zenodo.org/record/15199703,https://www.youtube.com/watch?v=Hre0BtUOFnU
82,8b2iwlAP7n4,15199709,Introduction to The Bhagavad-Gītā | A Free Course by Āchārya Sthaneshwar,10.5281/zenodo.15199709,https://zenodo.org/record/15199709,https://www.youtube.com/watch?v=8b2iwlAP7n4
83,eQ4eGoegTNg,15199847,"Living Rock, Loving Rock | Dr. Anway Mukhopadhyay",10.5281/zenodo.15199847,https://zenodo.org/record/15199847,https://www.youtube.com/watch?v=eQ4eGoegTNg
84,4mOYBvEMr5w,15199925,"New Materialism, Wonder, and the Intentions of Matter | Dr. Loriliai Biernacki",10.5281/zenodo.15199925,https://zenodo.org/record/15199925,https://www.youtube.com/watch?v=4mOYBvEMr5w
85,P_cPP3YhTNo,15199951,The importance of purification - an explanation by Āchārya Sthaneshwar Timalsina,10.5281/zenodo.15199951,https://zenodo.org/record/15199951,https://www.youtube.com/watch?v=P_cPP3YhTNo
86,SHAubwTQ21k,15199955,Introduction to The Bhagavad-Gītā | A Free Course by Āchārya Sthaneshwar,10.5281/zenodo.15199955,https://zenodo.org/record/15199955,https://www.youtube.com/watch?v=SHAubwTQ21k
87,Ej1VuMcpoAA,15199961,For Those Who Are Making Progress,10.5281/zenodo.15199961,https://zenodo.org/record/15199961,https://www.youtube.com/watch?v=Ej1VuMcpoAA
88,Py2aObBISPs,15199990,Vedanta and the Hard Problem of Consciousness | Dr. Anand Vaidya,10.5281/zenodo.15199990,https://zenodo.org/record/15199990,https://www.youtube.com/watch?v=Py2aObBISPs
89,P9kPgYRHh0E,15199995,What is Shaktipata? - explained by Acharya Dr. Sthaneshwar Timalsina,10.5281/zenodo.15199995,https://zenodo.org/record/15199995,https://www.youtube.com/watch?v=P9kPgYRHh0E
90,eoMqaOhF2dY,15199998,What is Brahman? - explained by Acharya Dr. Sthaneshwar Timalsina,10.5281/zenodo.15199998,https://zenodo.org/record/15199998,https://www.youtube.com/watch?v=eoMqaOhF2dY
91,U--EPJhgZn8,15200003,Can we measure awareness? --- Short answers from Acharya Sthaneshwar Timalsina ---,10.5281/zenodo.15200003,https://zenodo.org/record/15200003,https://www.youtube.com/watch?v=U--EPJhgZn8
92,lXS-117wcKg,15200008,What is the path of the Bhagavad Gita? — short answers from Acharya Sthaneshwar,10.5281/zenodo.15200008,https://zenodo.org/record/15200008,https://www.youtube.com/watch?v=lXS-117wcKg
93,tCEbegGkUx8,15200019,How does the time works on the context of the Yoga Vasistha ?,10.5281/zenodo.15200019,https://zenodo.org/record/15200019,https://www.youtube.com/watch?v=tCEbegGkUx8
94,o5XjjNe8Krk,15200022,How Does a Living Text (Like Yoga Vasistha) Work,10.5281/zenodo.15200022,https://zenodo.org/record/15200022,https://www.youtube.com/watch?v=o5XjjNe8Krk
95,NiSrnWAxaNk,15200026,What is my Dharma? — short answers from Acharya Sthaneshwar,10.5281/zenodo.15200026,https://zenodo.org/record/15200026,https://www.youtube.com/watch?v=NiSrnWAxaNk
96,oqszop_z6Hk,15200029,Malini prayer - Recitation by Acharya Sthaneshwar,10.5281/zenodo.15200029,https://zenodo.org/record/15200029,https://www.youtube.com/watch?v=oqszop_z6Hk
97,lEfzvKaaJtI,15200033,What is Shakti in the Yoga Vasistha?,10.5281/zenodo.15200033,https://zenodo.org/record/15200033,https://www.youtube.com/watch?v=lEfzvKaaJtI
98,9Dt2ZTRJ2-0,15200037,How can we understand Hiranyagarbha (from the Yoga Vasistha)?,10.5281/zenodo.15200037,https://zenodo.org/record/15200037,https://www.youtube.com/watch?v=9Dt2ZTRJ2-0
